date,district,containment,population_contained
2021-05-27,ludhiana,"2228-2284 issa nagar, ludhiana",520
2021-05-27,ludhiana,"271 civil city, near chandarnagar, ludhiana",254
2021-05-27,ludhiana,"303-342 dr. sham singh road, ldh",620
2021-05-27,ludhiana,"37-a rajguru nagar, ludhiana",1170
2021-05-27,ludhiana,"49/14 q sandeep nagar, near jainschool, bharat nagar, ludhiana",395
2021-05-27,ludhiana,"65-82-166 block -e, kitchlu nagar,ldh",357
2021-05-27,ludhiana,"750-774 patel nagar, civil lilnes,ldh",177
2021-05-27,ludhiana,"block - b brs nagar, ludhiana",1191
2021-05-27,ludhiana,"hj-312 brs nagar, housing borad,ldh",137
2021-05-27,ludhiana,"isher singh nagar flats,pakhowal road, ludhian",600
2021-05-27,ludhiana,"karnail singh nagar, ph- 3pakhowal road, pardeshi davehra, ldh",3000
2021-05-27,ludhiana,"krishna nagar, st no 15, khanna",550
2021-05-27,ludhiana,"partap colony, model gram ,ludhiana",300
2021-05-27,ludhiana,"vill rahaoun, khanna",186
2021-05-27,ludhiana,"vill- bagga khurd, block koomkalan,ldh",769
2021-05-27,ludhiana,"vill- rurka, dehlon, ludhiana",373
2021-05-27,ludhiana,"vill- tungheri, pakhowal, ldh",1113
2021-05-27,ludhiana,"vpo walipur khurd, sidhwanbet,ldh",235
2021-05-27,ludhiana,—,0
2021-05-27,mansa,chapianwali,1263
2021-05-27,mansa,lakhiwal,148
2021-05-27,mansa,"ward no. 9, boha, block budhlada",918
2021-05-27,moga,baghapurana,800
2021-05-27,mohali,adarsh nagar derabassi,0
2021-05-27,mohali,college colony derabassi,0
2021-05-27,mohali,nirmalchayya,250
2021-05-27,mohali,rehmat homes,0
2021-05-27,muktsar sahib,ekta nagar malout,589
2021-05-27,muktsar sahib,firniharikekalan ( khokhar road to bhuttiwalaroad),151
2021-05-27,muktsar sahib,green valley malout,212
2021-05-27,muktsar sahib,guru duwara sahib anddharmshala ghumiara,380
2021-05-27,muktsar sahib,guru nanaknagri ward no 23 malout,450
2021-05-27,muktsar sahib,"kabarwala road, near sevakendar, and heathcenter backside, vill. burjsidhwan,",240
2021-05-27,muktsar sahib,mehmudkhera colony st no 3 (bhaikakera),101
2021-05-27,muktsar sahib,near gass agency badal,125
2021-05-27,muktsar sahib,near gurdwara sahib vpo warring khera,250
2021-05-27,muktsar sahib,near guruduwara sahib vposarawanbodla,280
2021-05-27,muktsar sahib,sarabha nagar st. no 15 malout,60
2021-05-27,muktsar sahib,"tarkhanwala road, near chappad, vpo udang",223
2021-05-27,muktsar sahib,ward no 3 mandibariwala,480
2021-05-27,pathankot,haibatpindi,46
2021-05-27,patiala,"street no. 1, sekhon colony, samana patialanear ravidaasgurudwara road.",17
2021-05-27,patiala,"vill. dulladi, block bhadson, tehsil nabha,patiala.",113
2021-05-27,patiala,"vill. ghaggarsarai, block harapalpur,shambu, patiala.",80
2021-05-27,patiala,"village bolarkallan, block dudhansadhan,patiala.",30
2021-05-27,patiala,"village jindalpur, block bhadson, teh. nabha.",112
2021-05-27,patiala,"village khanaura, block bhadson, tehsilnabha, patiala.",140
2021-05-27,patiala,"village mehmudpurjattan block kauli, tehsil,patiala.",120
2021-05-27,ropar,agampur (aps),288
2021-05-27,ropar,vill.bhagwantpur (ropar),125
2021-05-27,ropar,vill.mohiwal(aps),80
2021-05-27,ropar,vill.rammgarhmorinda,164
2021-05-27,sangrur,gtb near mansadevimandirdhuri,45
2021-05-27,sangrur,ravidasiya street dharamshala lane,98
2021-05-27,sbs nagar,"ward no.3, balachaur",14
2021-05-27,sbs nagar,"ward no.8, balachaur",21
2021-05-28,amritsar,azad road azad nagar,587
2021-05-28,amritsar,bhalla colony,550
2021-05-28,amritsar,dam ganj maseet wali gali(haripura),105
2021-05-28,amritsar,east mohan nagar block b chamrang road,390
2021-05-28,amritsar,fatehghar shukarchak,156
2021-05-28,amritsar,gali goosaian wali (fatahpur),360
2021-05-28,amritsar,ghaiyan wali gali(fatahpur),125
2021-05-28,amritsar,"gokul vihar galli no 1,2(gopal nagar)",550
2021-05-28,amritsar,gopal nagar (ajnala),268
2021-05-28,amritsar,greenfield(gopal nagar),220
2021-05-28,amritsar,gumtala,520
2021-05-28,amritsar,guru amar dass ave,75
2021-05-28,amritsar,hukam singh road,280
2021-05-28,amritsar,jagdamby colony(gopal nagar),500
2021-05-28,amritsar,jandpeer(esi),450
2021-05-28,amritsar,jaspal nagar(jodh nagar),550
2021-05-28,amritsar,jatta wali gali near gurdwara(fatahpur),300
2021-05-28,amritsar,judge nagar (esi chheharta),500
2021-05-28,amritsar,kot atma ram near upsc gali 1-6,150
2021-05-28,amritsar,navi abaadi verka,416
2021-05-28,amritsar,new green field(mustfabad),80
2021-05-28,amritsar,new jawahar nagar(gopal nagar),550
2021-05-28,amritsar,pati mansoor di(sultanwind),350
2021-05-28,amritsar,prem nagar bohri sahib road kot khalsa,550
2021-05-28,amritsar,ram nagar colony(haripura),360
2021-05-28,amritsar,rose avenue,75
2021-05-28,amritsar,shashtri nagar(lawarnce road),110
2021-05-28,amritsar,shiv nagar (islamabad),300
2021-05-28,amritsar,shri ram avenue near mandir(mustfabad),100
2021-05-28,amritsar,sus nagar bazar no 3 (jodh nagar),510
2021-05-28,amritsar,sus nagar bazar no 5 (jodh nagar),550
2021-05-28,amritsar,tilak nagar,325
2021-05-28,barnala,16 acre barnala,450
2021-05-28,barnala,havelli patti tapa,112
2021-05-28,barnala,village mehta eara darjia wala mohala,350
2021-05-28,bathinda,"anant anaath ashram, nathana",21
2021-05-28,bathinda,"sidhu patti, main gali (area of house no s-25 to s-32), village aklia, bhagta",120
2021-05-28,faridkot,duariana road/ patel nagar kotkapura,230
2021-05-28,faridkot,"goppi wali gali , ghudo patti jaito",115
2021-05-28,faridkot,mata rani wali gali jaito,0
2021-05-28,faridkot,"patwarian wala mohalla, kotkapura",250
2021-05-28,fatehgarh sahib,vill bagrian chk,110
2021-05-28,fatehgarh sahib,vill dadiana npk,120
2021-05-28,fatehgarh sahib,vill damheri npk,105
2021-05-28,fatehgarh sahib,vill gaggarwal khamano,120
2021-05-28,fatehgarh sahib,vill jassra chanarthal kalan,290
2021-05-28,fatehgarh sahib,vill ranwan khamano,105
2021-05-28,fatehgarh sahib,vill shamaspur khamano,120
2021-05-28,fazilika,vill bazidpur bhoma,252
2021-05-28,fazilika,vill daultpura,55
2021-05-28,fazilika,vill dhingawali,132
2021-05-28,fazilika,vill haripura,127
2021-05-28,fazilika,vill raipura,180
2021-05-28,ferozepur,basti guru karam singh ghs,145
2021-05-28,ferozepur,basti kesar singh ghs,0
2021-05-28,ferozepur,basti tanka wali fzr city,180
2021-05-28,ferozepur,bazar no. 3 fzr cantt,100
2021-05-28,ferozepur,bhagat singh colony fzr city,145
2021-05-28,ferozepur,chakk kandhe shahguruharsahai,62
2021-05-28,ferozepur,chakk mahanta wala ghs,0
2021-05-28,ferozepur,chakk nidhana guruharsahai,0
2021-05-28,ferozepur,ghumar mandi fzr cantt,180
2021-05-28,ferozepur,golden enclave fzr,76
2021-05-28,ferozepur,housing board colony fzr,158
2021-05-28,ferozepur,jhok harihar mamdot,178
2021-05-28,ferozepur,khaire ke uttar ghs,110
2021-05-28,ferozepur,megha rai uttar ghs,98
2021-05-28,ferozepur,mohan ke hithar ghs,110
2021-05-28,ferozepur,nurpur setha mamdot,70
2021-05-28,ferozepur,railway basti block ghs,0
2021-05-28,ferozepur,railway colony fzr,80
2021-05-28,ferozepur,rao ke hittar mamdot,158
2021-05-28,ferozepur,vill chuhar khilchi mamdot,180
2021-05-28,ferozepur,vill mohan ke uttar ghs,0
2021-05-28,ferozepur,vill piareana ferozshah,140
2021-05-28,ferozepur,village bajidpur fzh,120
2021-05-28,ferozepur,village hajara singh walamamdot,160
2021-05-28,ferozepur,village hamad wala kassoana,0
2021-05-28,ferozepur,village satiye wala fzh,148
2021-05-28,ferozepur,village sner kassoana,78
2021-05-28,ferozepur,village talwandi nepala kassoana,98
2021-05-28,gurdaspur,"awankha, behrampur",435
2021-05-28,gurdaspur,dharampura colony batala,586
2021-05-28,gurdaspur,"gandhi nagar camp, batala",365
2021-05-28,gurdaspur,geeta bhawan gsp,440
2021-05-28,gurdaspur,jail road gsp,240
2021-05-28,gurdaspur,"krishna gali no 3, dhariwal",163
2021-05-28,gurdaspur,"mohalla faizpura, batala",352
2021-05-28,gurdaspur,"paniar, behrampur",320
2021-05-28,gurdaspur,"sohal, block nms",1276
2021-05-28,gurdaspur,thathiari gate batala,521
2021-05-28,hoshiarpur,adamwal,815
2021-05-28,hoshiarpur,ajjowal,580
2021-05-28,hoshiarpur,bassi gulam hussain,965
2021-05-28,hoshiarpur,bhunga,535
2021-05-28,hoshiarpur,birampur,534
2021-05-28,hoshiarpur,fatehpur,512
2021-05-28,hoshiarpur,ghasipur,322
2021-05-28,hoshiarpur,haler,536
2021-05-28,hoshiarpur,hardokhanpur,1075
2021-05-28,hoshiarpur,kandhala sheikhan,310
2021-05-28,hoshiarpur,langeri,519
2021-05-28,hoshiarpur,nangal kalal,525
2021-05-28,hoshiarpur,rakri,550
2021-05-28,hoshiarpur,rasulpur,465
2021-05-28,jalandhar,"h.no. 13to 45,,near durga shakti mandir,deol nagar, jalandhar",96
2021-05-28,jalandhar,"h.no. 17d-20d, punjab avenue,near satyanarayan mandir, urban estate-1",12
2021-05-28,jalandhar,"h.no. 254-275, opp. sarpanch house, nangalkarar khan, phc jamsher khas",123
2021-05-28,jalandhar,"h.no. 363/7 to 393/7, gali no. 7, shahid babusingh nagar, jalandhar",126
2021-05-28,jalandhar,"village jago singha ,near noormahal tehsilphillaur phc bilga jalandhar",360
2021-05-28,kapurthala,"aartiyan mohalla, mehli gate, phagwara",0
2021-05-28,kapurthala,"block-c, model town, phagwara",0
2021-05-28,kapurthala,"gali no. 04, onkar nagar, phagwara",0
2021-05-28,kapurthala,"khui wala mohalla, nawan pind, kapurthala",450
2021-05-28,kapurthala,"preet nagar near markfed chowk, kapurthala",500
2021-05-28,kapurthala,"sidhwan dona, kala sanghian, kapurthala",600
2021-05-28,ludhiana,"# 1,10,15,65 star ccolony, vill-manakwal, ldh",296
2021-05-28,ludhiana,"# 50 farm house, janpath villa,jhamat, ldh",350
2021-05-28,ludhiana,"#68 kvm cvolony, ashok vihar,ludhiana",134
2021-05-28,ludhiana,"203 new sundar nagar, firozpurroad, near aman park, ludhiana",1052
2021-05-28,ludhiana,"2228-2284 issa nagar, ludhiana",520
2021-05-28,ludhiana,"271 civil city, near chandarnagar, ludhiana",254
2021-05-28,ludhiana,"303-342 dr. sham singh road, ldh",620
2021-05-28,ludhiana,"37-a rajguru nagar, ludhiana",1170
2021-05-28,ludhiana,"49/14 q sandeep nagar, near jainschool, bharat nagar, ludhiana",395
2021-05-28,ludhiana,"65-82-166 block -e, kitchlu nagar,ldh",357
2021-05-28,ludhiana,"750-774 patel nagar, civil lilnes,ldh",177
2021-05-28,ludhiana,"block - b brs nagar, ludhiana",1191
2021-05-28,ludhiana,"hj-312 brs nagar, housing borad,ldh",137
2021-05-28,ludhiana,"isher singh nagar flats,pakhowal road, ludhian",600
2021-05-28,ludhiana,"karnail singh nagar, ph- 3pakhowal road, pardeshi davehra, ldh",3000
2021-05-28,ludhiana,"krishna nagar, st no 15, khanna",550
2021-05-28,ludhiana,"partap colony, model gram ,ludhiana",300
2021-05-28,ludhiana,"vill rahaoun, khanna",186
2021-05-28,ludhiana,"vill- bagga khurd, block koomkalan,ldh",769
2021-05-28,ludhiana,"vill- rurka, dehlon, ludhiana",373
2021-05-28,ludhiana,"vill- tungheri, pakhowal, ldh",1113
2021-05-28,ludhiana,"vpo walipur khurd, sidhwanbet,ldh",235
2021-05-28,ludhiana,—,0
2021-05-28,mansa,chapianwali,1263
2021-05-28,mansa,lakhiwal,148
2021-05-28,mansa,"ward no. 9, boha, block budhlada",918
2021-05-28,moga,baghapurana,800
2021-05-28,mohali,adarsh nagar derabassi,1500
2021-05-28,mohali,college colony derabassi,850
2021-05-28,mohali,"rehmat home,kishanpura",1200
2021-05-28,muktsar sahib,ekta nagar malout,589
2021-05-28,muktsar sahib,guru duwara sahib anddharmshala ghumiara,380
2021-05-28,muktsar sahib,"kabarwala road, near seva kendar, and heathcenter backside, vill. burj sidhwan,",240
2021-05-28,muktsar sahib,mehmud khera colony st no 3 (bhai ka kera),101
2021-05-28,muktsar sahib,near gass agency badal,125
2021-05-28,muktsar sahib,near gurdwara sahib vpo warring khera,250
2021-05-28,muktsar sahib,near guruduwara sahib vpo sarawan bodla,280
2021-05-28,muktsar sahib,sarabha nagar st. no 15 malout,60
2021-05-28,muktsar sahib,"tarkhan wala road, near chappad, vpoudang",223
2021-05-28,muktsar sahib,ward no 3 mandi bariwala,480
2021-05-28,pathankot,haibat pindi,46
2021-05-28,patiala,"street no. 1, sekhon colony, samana patialanear ravidaas gurudwara road.",17
2021-05-28,patiala,"vill. dulladi, block bhadson, tehsil nabha,patiala.",113
2021-05-28,patiala,"vill. ghaggar sarai, block harapalpur,shambu, patiala.",80
2021-05-28,patiala,"village bolar kallan, block dudhan sadhan,patiala.",30
2021-05-28,patiala,"village jindalpur, block bhadson, teh.nabha.",112
2021-05-28,patiala,"village khanaura, block bhadson, tehsilnabha, patiala.",140
2021-05-28,patiala,"village mehmudpur jattan block kauli, tehsil,",120
2021-05-28,ropar,agampur (aps),288
2021-05-28,ropar,barahampur (nangal),210
2021-05-28,ropar,vill. kotla tapprian,92
2021-05-28,ropar,vill.mohiwal(aps),80
2021-05-28,sangrur,gtb near mansa devi mandir dhuri,45
2021-05-28,sbs nagar,"ward no.3, balachaur",14
2021-05-28,sbs nagar,"ward no.8, balachaur",21
2021-05-29,amritsar,azad road azad nagar,587
2021-05-29,amritsar,bhalla colony,550
2021-05-29,amritsar,dam ganj maseet wali gali(haripura),105
2021-05-29,amritsar,east mohan nagar block b chamrang road,390
2021-05-29,amritsar,fatehghar shukarchak,156
2021-05-29,amritsar,gali goosaian wali (fatahpur),360
2021-05-29,amritsar,ghaiyan wali gali(fatahpur),125
2021-05-29,amritsar,"gokul vihar galli no 1,2(gopal nagar)",550
2021-05-29,amritsar,gopal nagar (ajnala),268
2021-05-29,amritsar,greenfield(gopal nagar),220
2021-05-29,amritsar,gumtala,520
2021-05-29,amritsar,guru amar dass ave,75
2021-05-29,amritsar,hukam singh road,280
2021-05-29,amritsar,jagdamby colony(gopal nagar),500
2021-05-29,amritsar,jandpeer(esi),450
2021-05-29,amritsar,jaspal nagar(jodh nagar),550
2021-05-29,amritsar,jatta wali gali near gurdwara(fatahpur),300
2021-05-29,amritsar,judge nagar (esi chheharta),500
2021-05-29,amritsar,kot atma ram near upsc gali 1-6,150
2021-05-29,amritsar,navi abaadi verka,416
2021-05-29,amritsar,new green field(mustfabad),80
2021-05-29,amritsar,new jawahar nagar(gopal nagar),550
2021-05-29,amritsar,pati mansoor di(sultanwind),350
2021-05-29,amritsar,prem nagar bohri sahib road kot khalsa,550
2021-05-29,amritsar,ram nagar colony(haripura),360
2021-05-29,amritsar,rose avenue,75
2021-05-29,amritsar,shashtri nagar(lawarnce road),110
2021-05-29,amritsar,shiv nagar (islamabad),300
2021-05-29,amritsar,shri ram avenue near mandir(mustfabad),100
2021-05-29,amritsar,sus nagar bazar no 3 (jodh nagar),510
2021-05-29,amritsar,sus nagar bazar no 5 (jodh nagar),550
2021-05-29,amritsar,tilak nagar,325
2021-05-29,barnala,16 acre barnala,450
2021-05-29,barnala,havelli patti tapa,112
2021-05-29,barnala,village mehta eara darjia wala mohala,350
2021-05-29,bathinda,"anant anaath ashram, nathana",21
2021-05-29,bathinda,"sidhu patti, main gali (area of house no s-25 to s-32), village aklia, bhagta",120
2021-05-29,faridkot,duariana road/ patel nagar kotkapura,230
2021-05-29,faridkot,"goppi wali gali , ghudo patti jaito",115
2021-05-29,faridkot,mata rani wali gali jaito,0
2021-05-29,faridkot,"patwarian wala mohalla, kotkapura",250
2021-05-29,fatehgarh sahib,vill bagrian chk,110
2021-05-29,fatehgarh sahib,vill dadiana npk,120
2021-05-29,fatehgarh sahib,vill damheri npk,105
2021-05-29,fatehgarh sahib,vill gaggarwal khamano,120
2021-05-29,fatehgarh sahib,vill jassra chanarthal kalan,290
2021-05-29,fatehgarh sahib,vill ranwan khamano,105
2021-05-29,fatehgarh sahib,vill shamaspur khamano,120
2021-05-29,fazilika,vill bazidpur bhoma,252
2021-05-29,fazilika,vill daultpura,55
2021-05-29,fazilika,vill dhingawali,132
2021-05-29,fazilika,vill haripura,127
2021-05-29,fazilika,vill raipura,180
2021-05-29,ferozepur,basti guru karam singh ghs,145
2021-05-29,ferozepur,basti kesar singh ghs,0
2021-05-29,ferozepur,basti tanka wali fzr city,180
2021-05-29,ferozepur,bazar no. 3 fzr cantt,100
2021-05-29,ferozepur,bhagat singh colony fzr city,145
2021-05-29,ferozepur,chakk kandhe shahguruharsahai,62
2021-05-29,ferozepur,chakk mahanta wala ghs,0
2021-05-29,ferozepur,chakk nidhana guruharsahai,0
2021-05-29,ferozepur,ghumar mandi fzr cantt,180
2021-05-29,ferozepur,golden enclave fzr,76
2021-05-29,ferozepur,housing board colony fzr,158
2021-05-29,ferozepur,jhok harihar mamdot,178
2021-05-29,ferozepur,khaire ke uttar ghs,110
2021-05-29,ferozepur,megha rai uttar ghs,98
2021-05-29,ferozepur,mohan ke hithar ghs,110
2021-05-29,ferozepur,nurpur setha mamdot,70
2021-05-29,ferozepur,railway basti block ghs,0
2021-05-29,ferozepur,railway colony fzr,80
2021-05-29,ferozepur,rao ke hittar mamdot,158
2021-05-29,ferozepur,vill chuhar khilchi mamdot,180
2021-05-29,ferozepur,vill mohan ke uttar ghs,0
2021-05-29,ferozepur,vill piareana ferozshah,140
2021-05-29,ferozepur,village bajidpur fzh,120
2021-05-29,ferozepur,village hajara singh walamamdot,160
2021-05-29,ferozepur,village hamad wala kassoana,0
2021-05-29,ferozepur,village satiye wala fzh,148
2021-05-29,ferozepur,village sner kassoana,78
2021-05-29,ferozepur,village talwandi nepala kassoana,98
2021-05-29,gurdaspur,"awankha, behrampur",435
2021-05-29,gurdaspur,dharampura colony batala,586
2021-05-29,gurdaspur,"gandhi nagar camp, batala",365
2021-05-29,gurdaspur,geeta bhawan gsp,440
2021-05-29,gurdaspur,jail road gsp,240
2021-05-29,gurdaspur,"krishna gali no 3, dhariwal",163
2021-05-29,gurdaspur,"mohalla faizpura, batala",352
2021-05-29,gurdaspur,"paniar, behrampur",320
2021-05-29,gurdaspur,"sohal, block nms",1276
2021-05-29,gurdaspur,thathiari gate batala,521
2021-05-29,hoshiarpur,adamwal,815
2021-05-29,hoshiarpur,ajjowal,580
2021-05-29,hoshiarpur,bassi gulam hussain,965
2021-05-29,hoshiarpur,bhunga,535
2021-05-29,hoshiarpur,birampur,534
2021-05-29,hoshiarpur,fatehpur,512
2021-05-29,hoshiarpur,ghasipur,322
2021-05-29,hoshiarpur,haler,536
2021-05-29,hoshiarpur,hardokhanpur,1075
2021-05-29,hoshiarpur,kandhala sheikhan,310
2021-05-29,hoshiarpur,langeri,519
2021-05-29,hoshiarpur,nangal kalal,525
2021-05-29,hoshiarpur,rakri,550
2021-05-29,hoshiarpur,rasulpur,465
2021-05-29,jalandhar,"h.no. 13to 45,,near durga shakti mandir,deol nagar, jalandhar",96
2021-05-29,jalandhar,"h.no. 17d-20d, punjab avenue,near satyanarayan mandir, urban estate-1",12
2021-05-29,jalandhar,"h.no. 254-275, opp. sarpanch house, nangalkarar khan, phc jamsher khas",123
2021-05-29,jalandhar,"h.no. 363/7 to 393/7, gali no. 7, shahid babusingh nagar, jalandhar",126
2021-05-29,jalandhar,"village jago singha ,near noormahal tehsilphillaur phc bilga jalandhar",360
2021-05-29,kapurthala,"aartiyan mohalla, mehli gate, phagwara",0
2021-05-29,kapurthala,"block-c, model town, phagwara",0
2021-05-29,kapurthala,"gali no. 04, onkar nagar, phagwara",0
2021-05-29,kapurthala,"khui wala mohalla, nawan pind, kapurthala",450
2021-05-29,kapurthala,"preet nagar near markfed chowk, kapurthala",500
2021-05-29,kapurthala,"sidhwan dona, kala sanghian, kapurthala",600
2021-05-29,ludhiana,"# 1,10,15,65 star ccolony, vill-manakwal, ldh",296
2021-05-29,ludhiana,"# 50 farm house, janpath villa,jhamat, ldh",350
2021-05-29,ludhiana,"#68 kvm cvolony, ashok vihar,ludhiana",134
2021-05-29,ludhiana,"203 new sundar nagar, firozpurroad, near aman park, ludhiana",1052
2021-05-29,ludhiana,"2228-2284 issa nagar, ludhiana",520
2021-05-29,ludhiana,"271 civil city, near chandarnagar, ludhiana",254
2021-05-29,ludhiana,"303-342 dr. sham singh road, ldh",620
2021-05-29,ludhiana,"37-a rajguru nagar, ludhiana",1170
2021-05-29,ludhiana,"49/14 q sandeep nagar, near jainschool, bharat nagar, ludhiana",395
2021-05-29,ludhiana,"65-82-166 block -e, kitchlu nagar,ldh",357
2021-05-29,ludhiana,"750-774 patel nagar, civil lilnes,ldh",177
2021-05-29,ludhiana,"block - b brs nagar, ludhiana",1191
2021-05-29,ludhiana,"hj-312 brs nagar, housing borad,ldh",137
2021-05-29,ludhiana,"isher singh nagar flats,pakhowal road, ludhian",600
2021-05-29,ludhiana,"karnail singh nagar, ph- 3pakhowal road, pardeshi davehra, ldh",3000
2021-05-29,ludhiana,"krishna nagar, st no 15, khanna",550
2021-05-29,ludhiana,"partap colony, model gram ,ludhiana",300
2021-05-29,ludhiana,"vill rahaoun, khanna",186
2021-05-29,ludhiana,"vill- bagga khurd, block koomkalan,ldh",769
